title,title_clean,release_year,budget,revenue,genres_clean,on_netflix
Beyond Re-Animator,beyond re-animator,2003,3000000.0,,"Comedy, Horror, Science Fiction",False
To Have and Have Not,to have and have not,1944,,3650000.0,"War, Action, Adventure, Drama, Romance, Thriller",False
High Sierra,high sierra,1941,455000.0,,"Adventure, Drama, Thriller, Crime",False
Reefer Madness,reefer madness,1936,100000.0,,"Comedy, Drama",False
Pumping Iron,pumping iron,1977,1000000.0,,Documentary,False
No Good Deed,no good deed,2002,12000000.0,,"Action, Crime, Drama, Mystery, Thriller",False
Cool World,cool world,1992,30000000.0,14110589.0,"Animation, Comedy, Fantasy",False
Money for Nothing,money for nothing,1993,11000000.0,1044824.0,"Drama, Action, Comedy, Thriller, Crime",False
The Silencers,the silencers,1966,,16318124.0,"Action, Comedy, Thriller",False
Mesmerized,mesmerized,1985,5000000.0,,Drama,False
Ichi the Killer,ichi the killer,2001,1400000.0,,"Action, Comedy, Crime",False
Intolerance: Love's Struggle Throughout the Ages,intolerance: love's struggle throughout the ages,1916,8394751.0,,Drama,False
Chitty Chitty Bang Bang,chitty chitty bang bang,1968,10000000.0,,"Music, Adventure, Fantasy, Comedy, Family",True
The Three Stooges in Orbit,the three stooges in orbit,1962,450000.0,,"Comedy, Science Fiction",False
The Butterfly Effect,the butterfly effect,2004,13000000.0,96060858.0,"Science Fiction, Thriller",False
Win a Date with Tad Hamilton!,win a date with tad hamilton!,2004,17000000.0,16980098.0,"Comedy, Romance",False
Touching the Void,touching the void,2003,,13885802.0,"Documentary, Action, Adventure",False
The Big Bounce,the big bounce,2004,50000000.0,6808550.0,"Comedy, Crime",False
Latter Days,latter days,2003,850000.0,819939.0,"Drama, Comedy, Romance",False
Barbershop 2:  Back in Business,barbershop 2:  back in business,2004,18000000.0,65070412.0,"Comedy, Drama",False
Catch That Kid,catch that kid,2004,18000000.0,16702864.0,"Family, Action, Adventure",False
Miracle,miracle,2004,28000000.0,64445708.0,"Drama, History",True
The Dreamers,the dreamers,2003,15000000.0,15121165.0,"Drama, Romance",False
Sleep with Me,sleep with me,1994,,161410.0,"Comedy, Drama, Romance",False
Let's Do It Again,let's do it again,1975,70000.0,11800000.0,"Comedy, Action, Crime",False
Uptown Saturday Night,uptown saturday night,1974,3000000.0,,Comedy,False
Hell's Kitchen,hell's kitchen,1998,6000000.0,,"Crime, Drama",False
Blacula,blacula,1972,500000.0,,"Horror, Thriller",False
Trespass,trespass,1992,14000000.0,,"Action, Crime, Thriller",False
Thirteen,thirteen,2003,2000000.0,4601043.0,"Crime, Drama",False
Foolish Wives,foolish wives,1922,1100000.0,400200.0,Drama,False
Best Defense,best defense,1984,18000000.0,19265302.0,"Action, Comedy",False
50 First Dates,50 first dates,2004,75000000.0,196482882.0,"Comedy, Romance",True
Welcome to Mooseport,welcome to mooseport,2004,30000000.0,14000000.0,Comedy,False
Monsieur Ibrahim,monsieur ibrahim,2003,,11576431.0,Drama,False
Vanishing Point,vanishing point,1971,1300000.0,72266306.0,"Action, Thriller, Drama",False
The Thief of Bagdad,the thief of bagdad,1924,1135654.0,1213880.0,"Action, Adventure, Drama, Family, Fantasy",False
The Diary of Anne Frank,the diary of anne frank,1959,3000000.0,,"Drama, History",False
Black Widow,black widow,1987,,25205460.0,"Mystery, Thriller",False
Flesh + Blood,flesh + blood,1985,6500000.0,,"Adventure, Drama",False
King Solomon's Mines,king solomon's mines,1985,12500000.0,238227.0,"Action, Adventure, Comedy",False
Raw Deal,raw deal,1986,8500000.0,16209459.0,"Action, Crime, Thriller",False
Fire Birds,fire birds,1990,22000000.0,,"Action, Adventure",False
Against the Ropes,against the ropes,2004,39000000.0,6614280.0,"Romance, Drama",False
Confessions of a Teenage Drama Queen,confessions of a teenage drama queen,2004,15000000.0,29331068.0,Comedy,False
EuroTrip,eurotrip,2004,25000000.0,20796847.0,Comedy,False
The Passion of the Christ,the passion of the christ,2004,30000000.0,611899420.0,Drama,False
Club Dread,club dread,2004,8500000.0,5001655.0,"Comedy, Horror",False
Dirty Dancing: Havana Nights,dirty dancing: havana nights,2004,25000000.0,27685016.0,"Drama, Romance",False
Twisted,twisted,2004,50000000.0,25195000.0,"Action, Adventure, Crime, Drama, Thriller",False
"Good bye, Lenin!","good bye, lenin!",2003,4800000.0,79384880.0,"Comedy, Drama, Romance",False
Hidalgo,hidalgo,2004,100000000.0,108103450.0,"Western, Adventure",False
Starsky & Hutch,starsky & hutch,2004,60000000.0,170268750.0,"Comedy, Crime",True
Just One of the Guys,just one of the guys,1985,11500000.0,,"Comedy, Romance",False
The Kiss,the kiss,1988,6000000.0,,"Thriller, Horror, Drama, Fantasy",False
Agent Cody Banks 2: Destination London,agent cody banks 2: destination london,2004,26000000.0,28818995.0,Comedy,False
The Girl Next Door,the girl next door,2004,25000000.0,30411183.0,Comedy,False
Secret Window,secret window,2004,40000000.0,92913171.0,"Thriller, Mystery",False
Spartan,spartan,2004,19250000.0,8112712.0,"Mystery, Action, Drama, Thriller, Crime",False
Clifford,clifford,1994,19000000.0,7411659.0,"Comedy, Family",False
Mad Dog and Glory,mad dog and glory,1993,,11081586.0,"Comedy, Crime, Romance, Drama",False
The Wind in the Willows,the wind in the willows,1996,12.0,1.0,"Fantasy, Drama, Comedy, Family, Adventure",False
Dawn of the Dead,dawn of the dead,2004,28000000.0,102356381.0,"Fantasy, Horror, Action",False
Eternal Sunshine of the Spotless Mind,eternal sunshine of the spotless mind,2004,20000000.0,72258126.0,"Science Fiction, Drama, Romance",False
Taking Lives,taking lives,2004,45000000.0,65470529.0,"Action, Crime, Mystery, Thriller",False
Intermission,intermission,2003,5000000.0,4856298.0,"Romance, Action, Comedy, Crime, Mystery, Drama",False
Jersey Girl,jersey girl,2004,35000000.0,36098382.0,"Comedy, Romance",False
Never Die Alone,never die alone,2004,3000000.0,5923000.0,"Action, Adventure, Crime, Drama, Thriller",False
Scooby-Doo 2: Monsters Unleashed,scooby-doo 2: monsters unleashed,2004,,181466833.0,"Mystery, Fantasy, Adventure, Comedy",False
Dogville,dogville,2003,10000000.0,16680836.0,"Crime, Drama, Thriller",False
Ned Kelly,ned kelly,2003,,6585516.0,"Action, Adventure, Drama, History",False
Hellboy,hellboy,2004,66000000.0,99318987.0,"Fantasy, Action, Science Fiction",True
Home on the Range,home on the range,2004,110000000.0,103951461.0,"Animation, Family",False
Walking Tall,walking tall,2004,56000000.0,57223890.0,"Adventure, Drama, Action, Thriller",False
The United States of Leland,the united states of leland,2003,,343816.0,"Crime, Drama",False
Johnson Family Vacation,johnson family vacation,2004,12000000.0,31179516.0,"Comedy, Family",False
The Alamo,the alamo,2004,145000000.0,25819961.0,"Western, History, War",False
Ella Enchanted,ella enchanted,2004,31000000.0,27388767.0,"Family, Fantasy, Comedy",False
The Whole Ten Yards,the whole ten yards,2004,40000000.0,26155781.0,"Comedy, Thriller, Crime",False
Shade,shade,2003,6800000.0,,"Action, Thriller, Crime",False
The Ten Commandments,the ten commandments,1956,13000000.0,122700000.0,"Drama, History",False
Dawn of the Dead,dawn of the dead,1978,650000.0,55000000.0,Horror,False
"Brother Sun, Sister Moon","brother sun, sister moon",1972,3000000.0,,"War, Drama, History",False
Bandolero!,bandolero!,1968,,12000000.0,"Western, Action, Crime, Drama, Romance",False
The Slugger's Wife,the slugger's wife,1985,,1878561.0,"Drama, Romance",False
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,those magnificent men in their flying machines or how i flew from london to paris in 25 hours 11 minutes,1965,5600000.0,29950000.0,"Action, Adventure, Comedy",False
Scenes from a Marriage,scenes from a marriage,1973,150000.0,,"Drama, Romance",False
The Osterman Weekend,the osterman weekend,1983,,6486797.0,"Action, Drama, Thriller",False
After Hours,after hours,1985,4500000.0,10609321.0,"Comedy, Thriller, Drama",False
Connie and Carla,connie and carla,2004,20000000.0,11341016.0,"Music, Comedy, Crime",False
Kill Bill: Vol. 2,kill bill: vol. 2,2004,30000000.0,152159461.0,"Action, Crime, Thriller",True
The Punisher,the punisher,2004,33000000.0,54700105.0,"Action, Crime, Drama",False
Young Adam,young adam,2003,6400000.0,2500000.0,"Drama, Thriller, Crime, Romance",False
13 Going on 30,13 going on 30,2004,37000000.0,96455697.0,"Comedy, Fantasy, Romance",False
Man on Fire,man on fire,2004,70000000.0,130293714.0,"Action, Drama, Thriller, Crime",False
Envy,envy,2004,40000000.0,,Comedy,False
Godsend,godsend,2004,25000000.0,30114487.0,"Drama, Horror, Science Fiction, Thriller",False
Laws of Attraction,laws of attraction,2004,28000000.0,30016165.0,"Action, Comedy, Romance, Thriller",False
Mean Girls,mean girls,2004,17000000.0,129042871.0,Comedy,False
Mickey,mickey,2004,6000000.0,293793.0,"Drama, Family",False
Van Helsing,van helsing,2004,160000000.0,300257475.0,"Horror, Adventure, Action",False
The Mudge Boy,the mudge boy,2003,800000.0,62852.0,Drama,False
Troy,troy,2004,175000000.0,497409852.0,"Adventure, Drama, War",False
Carandiru,carandiru,2003,3684600.0,,Drama,False
Coffee and Cigarettes,coffee and cigarettes,2003,,7897645.0,"Comedy, Drama",False
Dance Me Outside,dance me outside,1995,,304852.0,Drama,False
Raid,raid,2003,2000000.0,,"Action, Crime, Thriller",False
D-Tox,d-tox,2002,55000000.0,6416302.0,"Action, Thriller",False
Enemy Mine,enemy mine,1985,40000000.0,12303411.0,"Drama, Science Fiction",False
Enter the Dragon,enter the dragon,1973,850000.0,90000000.0,"Action, Crime, Thriller",True
Henry & June,henry & june,1990,,11567449.0,Romance,False
Paperhouse,paperhouse,1988,,241.0,"Drama, Fantasy, Horror",False
Chance,chance,2002,75000.0,,"Comedy, Drama",False
You Only Live Twice,you only live twice,1967,9500000.0,111584787.0,"Action, Thriller, Adventure",False
Octopussy,octopussy,1983,27500000.0,187500000.0,"Adventure, Action, Thriller",False
Never Say Never Again,never say never again,1983,36000000.0,160000000.0,"Adventure, Action, Thriller",False
The Magic Flute,the magic flute,1975,650000.0,,"Fantasy, Comedy, Music, Romance",False
Woman of the Year,woman of the year,1942,3000000.0,,"Comedy, Romance",False
Soldier of Orange,soldier of orange,1977,2300000.0,,"Drama, History, Thriller, War",False
Le Samouraï,le samouraï,1967,,39481.0,"Crime, Drama, Thriller",False
White Palace,white palace,1990,,17487531.0,"Drama, Romance",False
Desert Hearts,desert hearts,1985,350000.0,2400000.0,"Drama, Romance",False
Body Double,body double,1984,10000000.0,8801940.0,"Crime, Mystery, Horror, Thriller",False
Rooster Cogburn,rooster cogburn,1975,,8022000.0,Western,False
The Miracle Worker,the miracle worker,1962,500000.0,2500000.0,Drama,False
Monster in a Box,monster in a box,1992,,311245.0,"Comedy, Drama",False
I Come,i come,2000,,124994.0,Drama,False
School Ties,school ties,1992,,14715067.0,Drama,False
Raising Cain,raising cain,1992,12000000.0,37170057.0,"Drama, Horror, Thriller, Crime",False
Noises Off...,noises off...,1992,12000000.0,2280148.0,Comedy,False
Versus,versus,2000,10000.0,,"Action, Horror",False
The China Syndrome,the china syndrome,1979,5900000.0,51718367.0,"Thriller, Drama",False
The Bells of St. Mary's,the bells of st. mary's,1945,,21300000.0,"Drama, Family",False
The Delta Force,the delta force,1986,,17768900.0,"Action, Thriller",False
Cat People,cat people,1942,134000.0,4000000.0,"Thriller, Drama, Horror",False
Good Guys Wear Black,good guys wear black,1978,1000000.0,18300000.0,"Action, Thriller",False
On Deadly Ground,on deadly ground,1994,50000000.0,49000000.0,"Action, Thriller",False
Matinee,matinee,1993,,9532895.0,"Comedy, Drama",False
Forever Fever,forever fever,1998,1070000.0,570000.0,"Comedy, Music, Romance, Foreign",False
Explorers,explorers,1985,25000000.0,9873044.0,"Adventure, Family, Fantasy, Romance, Science Fiction",False
Pierrot le Fou,pierrot le fou,1965,300000.0,,"Drama, Thriller",False
Jason and the Argonauts,jason and the argonauts,1963,1000000.0,,"Adventure, Family, Fantasy",False
Guncrazy,guncrazy,1992,800000.0,,"Drama, Romance, Thriller, Crime",False
Zorba the Greek,zorba the greek,1964,783000.0,,"Adventure, Drama",False
Sniper,sniper,1993,,18994653.0,"Action, Drama, Thriller",False
"Bon Voyage, Charlie Brown (and Don't Come Back!)","bon voyage, charlie brown (and don't come back!)",1980,,2013193.0,"Animation, Comedy, Family",False
Internal Affairs,internal affairs,1990,,27734391.0,"Crime, Drama",False
The Warriors,the warriors,1979,4000000.0,22490039.0,"Action, Adventure, Crime, Drama, Thriller",False
Waterloo,waterloo,1970,25000000.0,3052000.0,"History, Action, Drama",False
Cypher,cypher,2002,7500000.0,,"Thriller, Science Fiction, Mystery",False
Woodstock,woodstock,1970,600000.0,34505110.0,"History, Documentary, Music",False
Frank Herbert's Children of Dune,frank herbert's children of dune,2003,20000000.0,,"Drama, Science Fiction, Fantasy, Adventure",False
Frank Herbert's Dune,frank herbert's dune,2000,20000000.0,,"Action, Adventure, Fantasy, Science Fiction",False
The Legend I,the legend i,1993,,3956913.0,"Adventure, Action, Comedy",False
Tremors 2: Aftershocks,tremors 2: aftershocks,1996,4000000.0,,"Horror, Action, Comedy, Science Fiction",False
White Zombie,white zombie,1932,50000.0,,Horror,False
Pat Garrett & Billy the Kid,pat garrett & billy the kid,1973,4638783.0,11000000.0,Western,False
Bring Me the Head of Alfredo Garcia,bring me the head of alfredo garcia,1974,1500000.0,,"Action, Crime, Drama, Thriller, Western",False
Ride the High Country,ride the high country,1962,813000.0,,"Action, Western",False
The Ballad of Cable Hogue,the ballad of cable hogue,1970,3716946.0,5000000.0,"Action, Comedy, Western",False
The Whip and the Body,the whip and the body,1963,66500.0,,"Mystery, Horror",False
Wild in the Streets,wild in the streets,1968,1000000.0,,"Comedy, Drama, Music",False
The Indian Runner,the indian runner,1991,7000000.0,191125.0,Drama,False
Desperate Living,desperate living,1977,65000.0,,"Comedy, Crime, Fantasy, Horror",False
Rolling Thunder,rolling thunder,1977,5000000.0,,"Action, Crime, Drama, Thriller",False
The People Under the Stairs,the people under the stairs,1991,6000000.0,,"Comedy, Drama, Horror, Mystery, Thriller",False
Zelig,zelig,1983,,11798616.0,Comedy,False
The Night of the Iguana,the night of the iguana,1964,3000000.0,12000000.0,"Drama, Romance",False
Reflections in a Golden Eye,reflections in a golden eye,1967,4500000.0,,"Thriller, Romance, Drama",False
Nightbreed,nightbreed,1990,11000000.0,8862354.0,"Action, Drama, Fantasy, Horror",False
Ken Park,ken park,2002,1300000.0,447741.0,Drama,False
A Bridge Too Far,a bridge too far,1977,22000000.0,50750000.0,"Drama, History, War",True
Infernal Affairs,infernal affairs,2002,,8708932.0,"Drama, Action, Thriller, Crime, Mystery",False
A Tale of Two Sisters,a tale of two sisters,2003,110.0,,"Drama, Horror, Mystery",False
Broadway Danny Rose,broadway danny rose,1984,8000000.0,10600497.0,Comedy,False
From Beyond,from beyond,1986,4500000.0,1261000.0,"Horror, Science Fiction, Fantasy",False
Robot Jox,robot jox,1989,10000000.0,,"Science Fiction, Action",False
Space Truckers,space truckers,1996,25000000.0,1614266.0,"Comedy, Science Fiction, Thriller, Adventure",False
Not of This Earth,not of this earth,1988,210000.0,107352.0,"Horror, Science Fiction",False
Rock 'n' Roll High School,rock 'n' roll high school,1979,300000.0,,"Comedy, Music",False
Death Race 2000,death race 2000,1975,300000.0,8000000.0,"Action, Comedy, Science Fiction",False
A Bucket of Blood,a bucket of blood,1959,50000.0,,"Comedy, Horror",False
Premature Burial,premature burial,1962,,1250000.0,"Drama, Mystery, Horror",False
"Spring, Summer, Fall, Winter... and Spring","spring, summer, fall, winter... and spring",2003,,6502364.0,Drama,False
The Getaway,the getaway,1972,3352254.0,58831997.0,"Action, Crime, Thriller",False
The Thing Called Love,the thing called love,1993,14000000.0,,"Music, Drama, Romance",False
Brain Donors,brain donors,1992,,918239.0,Comedy,False
Mean Streets,mean streets,1973,500000.0,3000000.0,"Drama, Crime",True
I Am a Fugitive from a Chain Gang,i am a fugitive from a chain gang,1932,195845.0,,"Crime, Drama",False
Hamburger Hill,hamburger hill,1987,,13839404.0,"War, Action, Drama",True
Harper,harper,1966,3500000.0,12000000.0,"Action, Drama, Thriller, Crime, Mystery",False
Dahmer,dahmer,2002,250000.0,144008.0,"Drama, Horror",False
Paradise,paradise,1991,34000000.0,18634643.0,"Drama, Family, Romance",False
Grill Point,grill point,2002,600000.0,,"Comedy, Drama",False
Shiri,shiri,1999,5000000.0,,"Action, Adventure, Drama, Thriller",False
Bad Day at Black Rock,bad day at black rock,1955,1271000.0,3788000.0,"Crime, Drama, Western",False
Delta Force 2: The Colombian Connection,delta force 2: the colombian connection,1990,,6698361.0,"Action, Adventure",False
Crossroads,crossroads,1986,,5738952.0,"Drama, Music, Mystery, Romance",False
Sunrise: A Song of Two Humans,sunrise: a song of two humans,1927,,121.0,"Drama, Romance",False
Gladiator 1992,gladiator 1992,1992,,9.0,"Action, Drama",False
The Wasp Woman,the wasp woman,1959,50000.0,,"Horror, Science Fiction",False
Deranged,deranged,1974,200000.0,,"Crime, Horror, Thriller",False
Charly,charly,1968,950000.0,814666.0,"Drama, Romance, Science Fiction",False
La Dolce Vita,la dolce vita,1960,,19516000.0,"Comedy, Drama",False
The Lift,the lift,1983,350000.0,,"Horror, Science Fiction, Thriller",False
